"OTU","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"OTU1600","Fungi","Mucoromycota","Endogonomycetes","Endogonales",NA,NA,NA
"OTU1601","Fungi",NA,NA,NA,NA,NA,NA
"OTU1604","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Arthrobotrys","Arthrobotrys amerospora"
"OTU1605","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stilbella",NA,NA
"OTU1606","Fungi","Ascomycota","Orbiliomycetes","Orbiliales",NA,NA,NA
"OTU1607","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae",NA,NA
"OTU1608","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU1609","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus albertensis"
"OTU1610","Fungi","Glomeromycota","Paraglomeromycetes",NA,NA,NA,NA
"OTU1611","Fungi","Ascomycota","Sordariomycetes","Sordariales","Cordana","Cordana inaequalis",NA
"OTU1612","Fungi","Ascomycota","Sordariomycetes","Magnaporthales","Magnaporthaceae","Magnaporthiopsis","Magnaporthiopsis maydis"
"OTU1613","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Brachyphoris","Brachyphoris oviparasitica"
"OTU1614","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae","Ophidiomyces","Ophidiomyces ophiicola"
"OTU1615","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA
"OTU1616","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU1617","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","Talaromyces flavus"
"OTU1618","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae",NA,NA
"OTU1619","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales",NA,NA,NA
"OTU1620","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Acremonium","Acremonium chrysogenum",NA
"OTU1621","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU1622","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU1623","Fungi","Kickxellomycota","Kickxellomycetes","Kickxellales",NA,NA,NA
"OTU1624","Fungi","Blastocladiomycota","Blastocladiomycetes","Blastocladiales","Catenariaceae","Catenaria",NA
"OTU1626","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella",NA
"OTU1627","Fungi",NA,NA,NA,NA,NA,NA
"OTU1628","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales",NA,NA,NA
"OTU1629","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU1630","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae",NA,NA
"OTU1631","Fungi","Basidiomycota","Agaricomycetes","Tremellodendropsidales",NA,NA,NA
"OTU1633","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU1634","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU1635","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU1636","Fungi","Basidiobolomycota","Basidiobolomycetes","Basidiobolales",NA,NA,NA
"OTU1637","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus taichungensis"
"OTU1638","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Petriella","Petriella sordida"
"OTU1639","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Lepiota","Lepiota lilacea"
"OTU1640","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU1641","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU1642","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae",NA,NA
"OTU1643","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU1644","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella chlamydospora"
"OTU1645","Viridiplantae","Anthophyta","Eudicotyledonae","Solanales","Solanaceae","Solanum",NA
"OTU1646","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU1648","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU1649","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Fomitopsidaceae","Sparassis",NA
"OTU1650","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales",NA,NA,NA
"OTU1651","Fungi","Blastocladiomycota","Blastocladiomycetes","Blastocladiales","Blastocladiaceae","Allomyces","Allomyces anomalus"
"OTU1652","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU1653","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU1654","Fungi",NA,NA,NA,NA,NA,NA
"OTU1655","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU1656","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU1657","Fungi","Ascomycota","Sordariomycetes","Sordariales",NA,NA,NA
"OTU1658","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU1659","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU1661","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Candida","Candida quercitrusa",NA
"OTU1662","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU1663","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium riverlandense"
"OTU1664","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella",NA
"OTU1665","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Pluteaceae","Pluteus","Pluteus longistriatus"
"OTU1666","Stramenopila","Oomycota","Oomycetes","Peronosporales",NA,NA,NA
"OTU1667","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta",NA
"OTU1668","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU1669","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Dipodascaceae","Geotrichum",NA
"OTU1670","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU1671","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU1672","Fungi","Chytridiomycota","Polychytriomycetes","Polychytriales",NA,NA,NA
"OTU1673","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Thelonectria",NA
"OTU1674","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"OTU1675","Fungi","Blastocladiomycota","Blastocladiomycetes","Blastocladiales","Blastocladiaceae","Allomyces","Allomyces macrogynus"
"OTU1676","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Cunninghamellaceae","Absidia",NA
"OTU1677","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Arthrodermataceae","Ctenomyces","Ctenomyces serratus"
"OTU1678","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU1679","Fungi","Ascomycota",NA,NA,NA,NA,NA
"OTU1680","Fungi","Ascomycota","Sordariomycetes","Coniochaetales",NA,NA,NA
"OTU1681","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU1682","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU1683","Fungi","Glomeromycota","Glomeromycetes","Glomerales",NA,NA,NA
"OTU1684","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA
"OTU1685","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU1686","Fungi","Basidiomycota","Agaricomycetes","Thelephorales",NA,NA,NA
"OTU1687","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales",NA,NA,NA
"OTU1688","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Arthrobotrys","Arthrobotrys elegans"
"OTU1689","Fungi","Ascomycota","Dothideomycetes","Venturiales","Venturiaceae","Venturia","Venturia hystrioides"
"OTU1690","Fungi","Blastocladiomycota","Blastocladiomycetes","Blastocladiales","Blastocladiaceae","Allomyces","Allomyces javanicus"
"OTU1691","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU1692","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","Talaromyces flavus"
"OTU1693","Amoebozoa","Discosea",NA,NA,NA,NA,NA
"OTU1694","Fungi",NA,NA,NA,NA,NA,NA
"OTU1695","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU1696","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU1697","Fungi",NA,NA,NA,NA,NA,NA
"OTU1698","Fungi","Ascomycota","Dothideomycetes","Eremomycetaceae","Arthrographis","Arthrographis arxii",NA
"OTU1699","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Funneliformis","Funneliformis mosseae"
"OTU1700","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU1701","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Gibellulopsis","Gibellulopsis nigrescens"
"OTU1702","Fungi","Glomeromycota","Glomeromycetes","Glomerales",NA,NA,NA
"OTU1703","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Entoloma",NA
"OTU1705","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Psathyrella","Psathyrella superiorensis"
"OTU1706","Fungi","Mucoromycota","Endogonomycetes","Endogonales",NA,NA,NA
"OTU1708","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales",NA,NA,NA
"OTU1710","Viridiplantae","Anthophyta","Eudicotyledonae","Caryophyllales","Amaranthaceae","Amaranthus",NA
"OTU1711","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"OTU1712","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU1713","Protista",NA,NA,NA,NA,NA,NA
"OTU1714","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU1715","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Schwanniomyces",NA
"OTU1716","Fungi","Kickxellomycota","Kickxellomycetes","Kickxellales",NA,NA,NA
"OTU1717","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Syncephalastraceae","Syncephalastrum","Syncephalastrum racemosum"
"OTU1718","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus",NA
"OTU1719","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Cephalotrichum","Cephalotrichum stemonitis"
"OTU1720","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU1721","Fungi","Ascomycota","Dothideomycetes",NA,NA,NA,NA
"OTU1723","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU1724","Fungi","Ascomycota",NA,NA,NA,NA,NA
"OTU1725","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Schizoporaceae","Hyphodontia",NA
"OTU1726","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU1727","Fungi","Mucoromycota","Mucoromycetes","Mucorales",NA,NA,NA
"OTU1728","Fungi","Glomeromycota","Paraglomeromycetes",NA,NA,NA,NA
"OTU1730","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus",NA
"OTU1731","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU1732","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU1733","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU1734","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"OTU1735","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU1736","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium","Chaetomium iranianum"
"OTU1737","Fungi","Glomeromycota","Paraglomeromycetes","Paraglomerales",NA,NA,NA
"OTU1738","",NA,NA,NA,NA,NA,NA
"OTU1739","Fungi","Ascomycota","Sordariomycetes","Xylariales","Microdochiaceae","Idriella",NA
"OTU1740","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU1741","Fungi","Ascomycota",NA,NA,NA,NA,NA
"OTU1742","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora",NA
"OTU1743","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Psathyrella","Psathyrella superiorensis"
"OTU1744","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",NA
"OTU1745","Fungi","Ascomycota",NA,NA,NA,NA,NA
"OTU1746","Metazoa","Arthropoda","Insecta","Diptera",NA,NA,NA
"OTU1747","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales",NA,NA,NA
"OTU1748","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU1749","Fungi",NA,NA,NA,NA,NA,NA
"OTU1750","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU1751","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Mucor","Mucor circinelloides"
"OTU1752","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Cucurbitariaceae","Pyrenochaeta",NA
"OTU1753","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"OTU1754","Fungi",NA,NA,NA,NA,NA,NA
"OTU1755","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","Angulomycetaceae","Angulomyces","Angulomyces argentinensis"
"OTU1756","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Nectria","Nectria diminuta"
"OTU1757","Fungi","Ascomycota",NA,NA,NA,NA,NA
"OTU1758","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Gymnoascaceae",NA,NA
"OTU1759","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum",NA
"OTU1760","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"OTU1761","Fungi","Ascomycota","Eurotiomycetes","Eurotiales",NA,NA,NA
"OTU1765","Stramenopila","Ochrophyta","Chrysophyceae","Chromulinales",NA,NA,NA
"OTU1766","Fungi","Basidiomycota","Agaricomycetes","Russulales",NA,NA,NA
"OTU1767","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lophiostomataceae","Lophiostoma",NA
"OTU1768","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales",NA,NA,NA
"OTU1769","Fungi","Mucoromycota","Endogonomycetes","Endogonales",NA,NA,NA
"OTU1770","Fungi","Glomeromycota","Paraglomeromycetes","Paraglomerales",NA,NA,NA
"OTU1771","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU1772","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU1773","Protista",NA,NA,NA,NA,NA,NA
"OTU1774","Viridiplantae","Anthophyta","Eudicotyledonae","Brassicales","Brassicaceae","Capsella","Capsella rubella"
"OTU1775","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales",NA,NA,NA
"OTU1776","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU1777","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU1778","Fungi","Basidiomycota","Agaricomycetes","Trechisporales",NA,NA,NA
"OTU1779","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU1780","Fungi","Basidiomycota","Malasseziomycetes","Malasseziales",NA,NA,NA
"OTU1781","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU1782","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU1783","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales",NA,NA,NA
"OTU1784","Fungi","Chytridiomycota","Lobulomycetes","Lobulomycetales","Lobulomycetaceae","Lobulomyces",NA
"OTU1785","Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Trichosporon","Trichosporon asahii"
"OTU1786","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA
"OTU1787","Fungi","Chytridiomycota","Lobulomycetes","Lobulomycetales",NA,NA,NA
"OTU1788","Fungi","Aphelidiomycota","Aphelidiomycetes",NA,NA,NA,NA
"OTU1789","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU1790","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU1791","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Pluteaceae","Volvariella",NA
"OTU1792","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU1793","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus crustosus"
"OTU1794","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae",NA,NA
"OTU1795","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA
"OTU1796","Fungi",NA,NA,NA,NA,NA,NA
"OTU1797","Fungi","Aphelidiomycota","Aphelidiomycetes",NA,NA,NA,NA
"OTU1798","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Mucor","Mucor strictus"
"OTU1799","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Pluteaceae","Volvariella",NA
"OTU1800","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU1801","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU1802","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU1803","Fungi","Blastocladiomycota","Blastocladiomycetes","Blastocladiales",NA,NA,NA
"OTU1804","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA
"OTU1805","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"OTU1806","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU1807","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU1808","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella alpina"
"OTU1809","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU1810","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","Diversispora",NA
"OTU1811","Fungi",NA,NA,NA,NA,NA,NA
"OTU1812","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Mucor","Mucor hiemalis"
"OTU1813","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","Spizellomyces","Spizellomyces dolichospermus"
"OTU1814","Fungi",NA,NA,NA,NA,NA,NA
"OTU1815","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU1816","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU1817","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU1818","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU1819","Fungi",NA,NA,NA,NA,NA,NA
"OTU1821","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU1822","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU1823","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU1824","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA
"OTU1825","Viridiplantae","Anthophyta","Eudicotyledonae","Asterales","Asteraceae","Gamochaeta","Gamochaeta antillana"
"OTU1826","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales",NA,NA,NA
"OTU1827","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae","Claroideoglomus",NA
"OTU1828","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU1829","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU1830","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma",NA
"OTU1831","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA
"OTU1832","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Botryosphaeriaceae","Macrophomina","Macrophomina pseudophaseolina"
"OTU1833","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Melanocarpus","Melanocarpus albomyces"
"OTU1834","Fungi","Basidiomycota","Cystobasidiomycetes","Cystobasidiales","Cystobasidiaceae","Cystobasidium","Cystobasidium pallidum"
"OTU1835","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU1837","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales",NA,NA,NA
"OTU1838","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Zygosaccharomyces","Zygosaccharomyces bailii"
"OTU1840","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","Ustilago","Ustilago bullata"
"OTU1841","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Ascotricha","Ascotricha chartarum"
"OTU1842","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU1843","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales",NA,NA,NA
"OTU1844","Fungi","Blastocladiomycota","Blastocladiomycetes","Blastocladiales","Blastocladiaceae","Allomyces","Allomyces anomalus"
"OTU1845","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales",NA,NA,NA
"OTU1846","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Scedosporium",NA
"OTU1847","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU1848","Rhodoplantae","Rhodophyta","Bangiophyceae","Bangiales",NA,NA,NA
"OTU1850","Fungi","Basidiomycota","Agaricomycetes","Tremellodendropsidales",NA,NA,NA
"OTU1851","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU1852","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae",NA,NA
"OTU1853","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Verticillium",NA
"OTU1854","Fungi","Ascomycota",NA,NA,NA,NA,NA
"OTU1855","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces",NA
"OTU1856","Fungi","Basidiomycota","Agaricomycetes","Boletales",NA,NA,NA
"OTU1857","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae",NA,NA
"OTU1858","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella alpina"
"OTU1859","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU1860","Fungi","Ascomycota","Sordariomycetes","Xylariales",NA,NA,NA
"OTU1861","Metazoa","Arthropoda","Insecta","Hymenoptera",NA,NA,NA
"OTU1862","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora",NA
"OTU1863","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Geastraceae","Geastrum","Geastrum floriforme"
"OTU1864","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"OTU1865","Stramenopila","Oomycota","Oomycetes","Peronosporales",NA,NA,NA
"OTU1866","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Gymnoascaceae",NA,NA
"OTU1867","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Acremonium","Acremonium chrysogenum",NA
"OTU1868","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales",NA,NA,NA
"OTU1869","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU1870","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula toruloides"
"OTU1871","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU1873","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU1874","Fungi","Ascomycota",NA,NA,NA,NA,NA
"OTU1875","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Pichiaceae","Pichia",NA
"OTU1876","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma",NA
"OTU1877","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Pithoascus","Pithoascus nidicola"
"OTU1878","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU1879","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","Conocybe",NA
"OTU1880","Fungi","Ascomycota","Sordariomycetes","Magnaporthales","Magnaporthaceae","Magnaporthiopsis",NA
"OTU1881","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"OTU1882","Fungi","Ascomycota","Sordariomycetes","Sordariales",NA,NA,NA
"OTU1883","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU1884","Stramenopila","Oomycota","Oomycetes","Peronosporales",NA,NA,NA
"OTU1885","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU1886","Protista",NA,NA,NA,NA,NA,NA
"OTU1887","Fungi",NA,NA,NA,NA,NA,NA
"OTU1888","Fungi","Blastocladiomycota","Blastocladiomycetes","Blastocladiales","Catenariaceae","Catenophlyctis","Catenophlyctis variabilis"
"OTU1889","Rhodoplantae","Rhodophyta","Florideophyceae","Gracilariales",NA,NA,NA
"OTU1890","Fungi","Basidiomycota","Agaricomycetes","Thelephorales",NA,NA,NA
"OTU1891","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Capnodiaceae","Leptoxyphium","Leptoxyphium madagascariense"
"OTU1892","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU1893","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU1894","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU1895","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella",NA
"OTU1896","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales",NA,NA,NA
"OTU1897","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","Kochiomyces",NA
"OTU1898","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU1899","Fungi","Basidiomycota",NA,NA,NA,NA,NA
"OTU1900","Fungi","Zoopagomycota","Zoopagomycetes","Zoopagales","Piptocephalidaceae","Syncephalis",NA
"OTU1901","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU1902","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU1903","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU1904","Fungi","Ascomycota","Sordariomycetes","Ophiostomatales","Ophiostomataceae","Hawksworthiomyces","Hawksworthiomyces crousii"
